ID No.,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,Date_end,Category,area_hectares,iso_code,udnp_code,short_description_en
648,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,Latin America and the Caribbean,Paraguay,"Lat: -27.13333, Lon: -55.7",1993,0,,,Cultural,27.88,py,pry," In addition to their artistic interest, these missions are a reminder of the Jesuits' Christianization of the R&iacute;o de la Plata basin in the 17th and 18th centuries, with the accompanying social and economic initiatives. "
273,City of Cuzco,Latin America and the Caribbean,Peru,"Lat: -13.52222, Lon: -71.98333",1983,0,,,Cultural,142.48,pe,per," Situated in the Peruvian Andes, Cuzco developed, under the Inca ruler Pachacutec, into a complex urban centre with distinct religious and administrative functions. It was surrounded by clearly delineated areas for agricultural, artisan and industrial production. When the Spaniards conquered it in the 16th century, they preserved the basic structure but built Baroque churches and palaces over the ruins of the Inca city. "
274,Historic Sanctuary of Machu Picchu,Latin America and the Caribbean,Peru,"Lat: -13.11666667, Lon: -72.58333333",1983,0,,,Mixed,38160.87,pe,per," Machu Picchu stands 2,430 m above sea-level, in the middle of a tropical mountain forest, in an extraordinarily beautiful setting. It was probably the most amazing urban creation of the Inca Empire at its height; its giant walls, terraces and ramps seem as if they have been cut naturally in the continuous rock escarpments. The natural setting, on the eastern slopes of the Andes, encompasses the upper Amazon basin with its rich diversity of flora and fauna. "
330,Chavin (Archaeological Site),Latin America and the Caribbean,Peru,"Lat: -9.592772544, Lon: -77.1784535",1985,0,,,Cultural,14.79,pe,per," The archaeological site of Chavin gave its name to the culture that developed between 1500 and 300 B.C. in this high valley of the Peruvian Andes. This former place of worship is one of the earliest and best-known pre-Columbian sites. Its appearance is striking, with the complex of terraces and squares, surrounded by structures of dressed stone, and the mainly zoomorphic ornamentation. "
333,Huascarán National Park,Latin America and the Caribbean,Peru,"Lat: -9.33333, Lon: -77.4",1985,0,,,Natural,340000,pe,per," Situated in the Cordillera Blanca, the world's highest tropical mountain range, Mount Huascar&aacute;n rises to 6,768 m above sea-level. The deep ravines watered by numerous torrents, the glacial lakes and the variety of the vegetation make it a site of spectacular beauty. It is the home of such species as the spectacled bear and the Andean condor. "
366,Chan Chan Archaeological Zone,Latin America and the Caribbean,Peru,"Lat: -8.1, Lon: -79.08333",1986,1,1986,,Cultural,1414.57,pe,per," The Chimu Kingdom, with Chan Chan as its capital, reached its apogee in the 15th century, not long before falling to the Incas. The planning of this huge city, the largest in pre-Columbian America, reflects a strict political and social strategy, marked by the city's division into nine 'citadels' or 'palaces' forming autonomous units. "
402,Manú National Park,Latin America and the Caribbean,Peru,"Lat: -12.25, Lon: -71.75",1987,0,,,Natural,1716295.22,pe,per," This huge 1.5 million-ha park has successive tiers of vegetation rising from 150 to 4,200 m above sea-level. The tropical forest in the lower tiers is home to an unrivalled variety of animal and plant species. Some 850 species of birds have been identified and rare species such as the giant otter and the giant armadillo also find refuge there. Jaguars are often sighted in the park. "
500,Historic Centre of Lima,Latin America and the Caribbean,Peru,"Lat: -12.05139, Lon: -77.04306",1988,0,,,Cultural,259.36,pe,per," Although severely damaged by earthquakes, this 'City of the Kings' was, until the middle of the 18th century, the capital and most important city of the Spanish dominions in South America. Many of its buildings, such as the Convent of San Francisco (the largest of its type in this part of the world), are the result of collaboration between local craftspeople and others from the Old World. "
548,Río Abiseo National Park,Latin America and the Caribbean,Peru,"Lat: -7.75, Lon: -77.25",1990,0,,,Mixed,272407.95,pe,per," The park was created in 1983 to protect the fauna and flora of the rainforests that are characteristic of this region of the Andes. There is a high level of endemism among the fauna and flora found in the park. The yellow-tailed woolly monkey, previously thought extinct, is found only in this area. Research undertaken since 1985 has already uncovered 36 previously unknown archaeological sites at altitudes of between 2,500 and 4,000 m, which give a good picture of pre-Inca society. "
700,Lines and Geoglyphs of Nasca and Palpa,Latin America and the Caribbean,Peru,"Lat: -14.72583, Lon: -75.14861",1994,0,,,Cultural,75358.47,pe,per," Located in the arid Peruvian coastal plain, some 400 km south of Lima, the geoglyphs of Nasca and the pampas of Jumana cover about 450 km<sup>2</sup> . These lines, which were scratched on the surface of the ground between 500 B.C. and A.D. 500, are among archaeology's greatest enigmas because of their quantity, nature, size and continuity. The geoglyphs depict living creatures, stylized plants and imaginary beings, as well as geometric figures several kilometres long. They are believed to have had ritual astronomical functions. "
1016,Historical Centre of the City of Arequipa,Latin America and the Caribbean,Peru,"Lat: -16.4, Lon: -71.53333333",2000,0,,,Cultural,166.52,pe,per," The historic centre of Arequipa, built in volcanic sillar rock, represents an integration of European and native building techniques and characteristics, expressed in the admirable work of colonial masters and Criollo and Indian masons. This combination of influences is illustrated by the city's robust walls, archways and vaults, courtyards and open spaces, and the intricate Baroque decoration of its facades. "
1269,Sacred City of Caral-Supe,Latin America and the Caribbean,Peru,"Lat: -10.89166667, Lon: -77.52138889",2009,0,,,Cultural,626.36,pe,per," The 5000-year-old 626-hectare archaeological site of The Sacred City of Caral-Supe is situated on a dry desert terrace overlooking the green valley of the Supe river. It dates back to the Late Archaic Period of the Central Andes and is the oldest centre of civilization in the Americas. Exceptionally well-preserved, the site is impressive in terms of its design and the complexity of its architectural, especially its monumental stone and earthen platform mounts and sunken circular courts. One of 18 urban settlements situated in the same area, Caral features complex and monumental architecture, including six large pyramidal structures. A quipu (the knot system used in Andean civilizations to record information) found on the site testifies to the development and complexity of Caral society. The city&rsquo;s plan and some of its components, including pyramidal structures and residence of the elite, show clear evidence of ceremonial functions, signifying a powerful religious ideology. "
502,Historic City of Vigan,Asia and the Pacific,Philippines,"Lat: 17.575, Lon: 120.3875",1999,0,,,Cultural,0,ph,phl," Established in the 16th century, Vigan is the best-preserved example of a planned Spanish colonial town in Asia. Its architecture reflects the coming together of cultural elements from elsewhere in the Philippines, from China and from Europe, resulting in a culture and townscape that have no parallel anywhere in East and South-East Asia. "
652,Puerto-Princesa Subterranean River National Park,Asia and the Pacific,Philippines,"Lat: 10.16666667, Lon: 118.9166667",1999,0,,,Natural,22202,ph,phl," This park features a spectacular limestone karst landscape with an underground river. One of the river's distinguishing features is that it emerges directly into the sea, and its lower portion is subject to tidal influences. The area also represents a significant habitat for biodiversity conservation. The site contains a full 'mountain-to-sea' ecosystem and has some of the most important forests in Asia. "
653,Tubbataha Reefs Natural Park,Asia and the Pacific,Philippines,"Lat: 8.953333333, Lon: 119.8675",1993,0,,,Natural,96828,ph,phl," The Tubbataha Reef Marine Park covers 130,028 ha, including the North and South Reefs. It is a unique example of an atoll reef with a very high density of marine species; the North Islet serving as a nesting site for birds and marine turtles. The site is an excellent example of a pristine coral reef with a spectacular 100-m perpendicular wall, extensive lagoons and two coral islands. "
